candidate_id,category,years_experience,candidate_skills,job_requirements,matched_skills_count,match_score,target_salary,success_index,demographic_group,resume_text_snippet
CAND-0546,Infrastructure,2.1,"{""CI/CD"": 90, ""Ansible"": 80, ""Terraform"": 79}","{""Docker"": 82, ""Terraform"": 85, ""Python"": 81, ""Ansible"": 79, ""AWS"": 86}",2,45.0,118000,43.9,Group_B,"Experienced Infrastructure specialist with 2.1 years working with CI/CD, Ansible, Terraform."
CAND-0547,Product,14.2,"{""SaaS"": 91, ""Scrum"": 76, ""Roadmapping"": 67, ""Analytics"": 95, ""User Research"": 87}","{""User Research"": 81, ""Product Strategy"": 83, ""Agile"": 76, ""SaaS"": 89, ""Roadmapping"": 87}",3,69.7,212000,71.6,Group_B,"Experienced Product specialist with 14.2 years working with SaaS, Scrum, Roadmapping, Analytics, User Research."
CAND-0548,Design,6.2,"{""UI/UX"": 93, ""Prototyping"": 72, ""User Research"": 60}","{""User Research"": 86, ""Wireframing"": 70, ""Figma"": 89, ""HTML/CSS"": 78, ""UI/UX"": 71}",2,45.0,146000,47.3,Group_D,"Experienced Design specialist with 6.2 years working with UI/UX, Prototyping, User Research."
CAND-0549,Engineering,14.9,"{""Python"": 90, ""React"": 98, ""PostgreSQL"": 89, ""System Design"": 91, ""AWS"": 71}","{""PostgreSQL"": 70, ""Node.js"": 89, ""React"": 74, ""JavaScript"": 75}",2,63.6,215000,61.3,Group_D,"Experienced Engineering specialist with 14.9 years working with Python, React, PostgreSQL, System Design, AWS."
CAND-0550,Engineering,1.8,"{""AWS"": 72, ""Node.js"": 61, ""Python"": 81}","{""AWS"": 82, ""JavaScript"": 83, ""Docker"": 71, ""Python"": 72, ""React"": 76}",2,45.0,116000,46.4,Group_C,"Experienced Engineering specialist with 1.8 years working with AWS, Node.js, Python."
CAND-0551,Engineering,3.4,"{""Python"": 71, ""TypeScript"": 60, ""System Design"": 79}","{""PostgreSQL"": 84, ""AWS"": 88, ""Node.js"": 72, ""JavaScript"": 88}",0,45.0,127000,43.9,Group_A,"Experienced Engineering specialist with 3.4 years working with Python, TypeScript, System Design."
CAND-0552,Product,11.2,"{""User Research"": 70, ""Analytics"": 60, ""Wireframing"": 73, ""Agile"": 83}","{""Product Strategy"": 90, ""User Research"": 76, ""Wireframing"": 74, ""SaaS"": 79}",2,50.5,184000,52.7,Group_B,"Experienced Product specialist with 11.2 years working with User Research, Analytics, Wireframing, Agile."
CAND-0553,Infrastructure,3.0,"{""Linux"": 72, ""Terraform"": 71, ""Prometheus"": 78, ""Docker"": 76, ""CI/CD"": 88}","{""Docker"": 81, ""Ansible"": 81, ""CI/CD"": 90, ""Python"": 86}",2,45.0,124000,47.2,Group_B,"Experienced Infrastructure specialist with 3.0 years working with Linux, Terraform, Prometheus, Docker, CI/CD."
CAND-0554,Engineering,14.3,"{""JavaScript"": 78, ""PostgreSQL"": 73, ""TypeScript"": 81, ""AWS"": 92, ""GraphQL"": 95, ""Docker"": 77}","{""PostgreSQL"": 76, ""TypeScript"": 84, ""Python"": 78}",2,66.0,212000,63.4,Group_B,"Experienced Engineering specialist with 14.3 years working with JavaScript, PostgreSQL, TypeScript, AWS, GraphQL, Docker."
CAND-0555,Design,3.0,"{""User Research"": 66, ""Design Systems"": 82, ""Prototyping"": 60, ""Figma"": 70, ""UI/UX"": 86}","{""User Research"": 81, ""Wireframing"": 79, ""Figma"": 75, ""UI/UX"": 84}",3,62.0,131000,63.6,Group_D,"Experienced Design specialist with 3.0 years working with User Research, Design Systems, Prototyping, Figma, UI/UX."
CAND-0556,Analytics,7.4,"{""Statistics"": 98, ""PowerBI"": 81, ""Data Modeling"": 90, ""Python"": 85, ""Machine Learning"": 79, ""Tableau"": 62}","{""Data Modeling"": 83, ""Machine Learning"": 83, ""SQL"": 78}",2,66.1,163000,65.2,Group_A,"Experienced Analytics specialist with 7.4 years working with Statistics, PowerBI, Data Modeling, Python, Machine Learning, Tableau."
CAND-0557,Product,8.2,"{""Roadmapping"": 63, ""Analytics"": 65, ""Product Strategy"": 79, ""User Research"": 69, ""SaaS"": 82}","{""Scrum"": 74, ""Product Strategy"": 76, ""Roadmapping"": 75, ""Agile"": 79}",2,49.0,162000,48.2,Group_B,"Experienced Product specialist with 8.2 years working with Roadmapping, Analytics, Product Strategy, User Research, SaaS."
CAND-0558,Design,2.3,"{""UI/UX"": 60, ""HTML/CSS"": 90, ""Design Systems"": 70, ""User Research"": 82}","{""Prototyping"": 76, ""Design Systems"": 85, ""Wireframing"": 82}",1,45.0,119000,47.6,Group_A,"Experienced Design specialist with 2.3 years working with UI/UX, HTML/CSS, Design Systems, User Research."
CAND-0559,Design,2.8,"{""Prototyping"": 98, ""User Research"": 85, ""HTML/CSS"": 94, ""Wireframing"": 64}","{""Prototyping"": 77, ""HTML/CSS"": 89, ""Design Systems"": 75, ""Figma"": 77}",2,45.0,123000,45.4,Group_A,"Experienced Design specialist with 2.8 years working with Prototyping, User Research, HTML/CSS, Wireframing."
CAND-0560,Analytics,9.4,"{""SQL"": 62, ""Statistics"": 73, ""Python"": 79, ""Machine Learning"": 87, ""PowerBI"": 65, ""Data Modeling"": 81}","{""Statistics"": 79, ""Python"": 79, ""PowerBI"": 82, ""Data Modeling"": 85}",4,82.9,184000,84.0,Group_D,"Experienced Analytics specialist with 9.4 years working with SQL, Statistics, Python, Machine Learning, PowerBI, Data Modeling."
CAND-0561,Product,3.3,"{""Wireframing"": 82, ""Scrum"": 66, ""Agile"": 85}","{""SaaS"": 88, ""Wireframing"": 86, ""Product Strategy"": 82}",1,45.0,126000,43.5,Group_D,"Experienced Product specialist with 3.3 years working with Wireframing, Scrum, Agile."
CAND-0562,Design,11.8,"{""Prototyping"": 83, ""User Research"": 90, ""Figma"": 81, ""Wireframing"": 94, ""HTML/CSS"": 83}","{""Wireframing"": 87, ""UI/UX"": 82, ""Prototyping"": 72}",2,63.9,193000,62.8,Group_C,"Experienced Design specialist with 11.8 years working with Prototyping, User Research, Figma, Wireframing, HTML/CSS."
CAND-0563,Product,8.2,"{""Scrum"": 91, ""Agile"": 89, ""Roadmapping"": 83, ""SaaS"": 63, ""Wireframing"": 98, ""User Research"": 83}","{""Scrum"": 70, ""SaaS"": 87, ""User Research"": 78, ""Wireframing"": 75}",4,83.9,176000,81.7,Group_D,"Experienced Product specialist with 8.2 years working with Scrum, Agile, Roadmapping, SaaS, Wireframing, User Research."
CAND-0564,Infrastructure,5.2,"{""Docker"": 62, ""AWS"": 94, ""Ansible"": 85}","{""CI/CD"": 73, ""Docker"": 74, ""Python"": 74}",1,45.0,139000,46.0,Group_C,"Experienced Infrastructure specialist with 5.2 years working with Docker, AWS, Ansible."
CAND-0565,Infrastructure,14.6,"{""Prometheus"": 80, ""Ansible"": 83, ""Kubernetes"": 62, ""Linux"": 69}","{""Docker"": 80, ""Linux"": 90, ""Python"": 79, ""AWS"": 83, ""Kubernetes"": 82}",2,47.7,206000,51.6,Group_C,"Experienced Infrastructure specialist with 14.6 years working with Prometheus, Ansible, Kubernetes, Linux."
CAND-0566,Engineering,12.7,"{""Node.js"": 94, ""TypeScript"": 75, ""Python"": 63, ""JavaScript"": 83, ""GraphQL"": 96, ""AWS"": 90}","{""System Design"": 78, ""Python"": 86, ""JavaScript"": 71}",2,69.6,202000,71.5,Group_C,"Experienced Engineering specialist with 12.7 years working with Node.js, TypeScript, Python, JavaScript, GraphQL, AWS."
CAND-0567,Infrastructure,1.1,"{""Kubernetes"": 77, ""Linux"": 77, ""AWS"": 89, ""Docker"": 98}","{""AWS"": 80, ""Docker"": 77, ""Ansible"": 72, ""Linux"": 89, ""Kubernetes"": 79}",4,64.7,119000,65.2,Group_D,"Experienced Infrastructure specialist with 1.1 years working with Kubernetes, Linux, AWS, Docker."
CAND-0568,Analytics,6.9,"{""Machine Learning"": 81, ""PowerBI"": 80, ""Statistics"": 82, ""SQL"": 88, ""Python"": 69}","{""Data Modeling"": 87, ""Statistics"": 75, ""PowerBI"": 82, ""Python"": 78}",3,65.7,160000,66.4,Group_A,"Experienced Analytics specialist with 6.9 years working with Machine Learning, PowerBI, Statistics, SQL, Python."
CAND-0569,Design,8.9,"{""Figma"": 78, ""UI/UX"": 80, ""Design Systems"": 88, ""User Research"": 89, ""HTML/CSS"": 61}","{""Design Systems"": 89, ""Wireframing"": 81, ""UI/UX"": 88}",2,62.8,172000,65.8,Group_A,"Experienced Design specialist with 8.9 years working with Figma, UI/UX, Design Systems, User Research, HTML/CSS."
CAND-0570,Infrastructure,8.8,"{""Terraform"": 66, ""Linux"": 85, ""Python"": 73, ""Docker"": 73, ""Prometheus"": 67, ""Kubernetes"": 96}","{""CI/CD"": 82, ""Prometheus"": 87, ""Linux"": 83, ""AWS"": 81}",2,54.2,168000,54.4,Group_C,"Experienced Infrastructure specialist with 8.8 years working with Terraform, Linux, Python, Docker, Prometheus, Kubernetes."
CAND-0571,Infrastructure,11.8,"{""AWS"": 85, ""Linux"": 91, ""Docker"": 89}","{""Ansible"": 82, ""CI/CD"": 79, ""Linux"": 70, ""Docker"": 87}",2,59.0,191000,60.9,Group_B,"Experienced Infrastructure specialist with 11.8 years working with AWS, Linux, Docker."
CAND-0572,Engineering,6.4,"{""System Design"": 74, ""Docker"": 68, ""TypeScript"": 92, ""AWS"": 65, ""React"": 98, ""Python"": 96}","{""System Design"": 75, ""React"": 88, ""AWS"": 90, ""Python"": 85, ""Node.js"": 72}",4,74.1,159000,70.3,Group_D,"Experienced Engineering specialist with 6.4 years working with System Design, Docker, TypeScript, AWS, React, Python."
CAND-0573,Analytics,8.2,"{""Data Modeling"": 75, ""Python"": 71, ""PowerBI"": 90, ""Tableau"": 72}","{""Python"": 76, ""Tableau"": 88, ""SQL"": 84, ""Machine Learning"": 84}",2,48.4,162000,50.1,Group_B,"Experienced Analytics specialist with 8.2 years working with Data Modeling, Python, PowerBI, Tableau."
CAND-0574,Product,14.6,"{""User Research"": 75, ""Scrum"": 89, ""Product Strategy"": 64}","{""Agile"": 83, ""User Research"": 86, ""Scrum"": 85}",2,74.8,217000,71.2,Group_D,"Experienced Product specialist with 14.6 years working with User Research, Scrum, Product Strategy."
CAND-0575,Infrastructure,13.4,"{""Prometheus"": 90, ""Kubernetes"": 63, ""Terraform"": 78}","{""Kubernetes"": 86, ""AWS"": 90, ""Terraform"": 90, ""Ansible"": 84}",2,57.2,202000,55.4,Group_B,"Experienced Infrastructure specialist with 13.4 years working with Prometheus, Kubernetes, Terraform."
CAND-0576,Infrastructure,11.6,"{""CI/CD"": 81, ""AWS"": 69, ""Terraform"": 75}","{""Terraform"": 90, ""Python"": 72, ""Kubernetes"": 84, ""CI/CD"": 85}",2,58.0,189000,59.9,Group_C,"Experienced Infrastructure specialist with 11.6 years working with CI/CD, AWS, Terraform."
CAND-0577,Infrastructure,10.6,"{""Ansible"": 62, ""Python"": 68, ""Prometheus"": 69, ""CI/CD"": 93, ""Linux"": 78}","{""Terraform"": 81, ""AWS"": 79, ""Python"": 79}",1,46.9,178000,46.1,Group_C,"Experienced Infrastructure specialist with 10.6 years working with Ansible, Python, Prometheus, CI/CD, Linux."
CAND-0578,Design,11.0,"{""UI/UX"": 78, ""HTML/CSS"": 84, ""Wireframing"": 76, ""Design Systems"": 74, ""User Research"": 61}","{""Design Systems"": 88, ""User Research"": 70, ""UI/UX"": 78}",3,88.3,197000,86.3,Group_D,"Experienced Design specialist with 11.0 years working with UI/UX, HTML/CSS, Wireframing, Design Systems, User Research."
CAND-0579,Design,9.7,"{""User Research"": 93, ""HTML/CSS"": 83, ""UI/UX"": 84, ""Wireframing"": 91}","{""UI/UX"": 82, ""Design Systems"": 70, ""Prototyping"": 72, ""Wireframing"": 80, ""HTML/CSS"": 77}",3,58.0,176000,56.7,Group_C,"Experienced Design specialist with 9.7 years working with User Research, HTML/CSS, UI/UX, Wireframing."
CAND-0580,Analytics,11.9,"{""Statistics"": 91, ""Python"": 89, ""Tableau"": 96}","{""SQL"": 76, ""Statistics"": 81, ""Machine Learning"": 71, ""Python"": 82, ""Tableau"": 90}",3,58.9,192000,58.2,Group_A,"Experienced Analytics specialist with 11.9 years working with Statistics, Python, Tableau."
CAND-0581,Infrastructure,8.7,"{""Kubernetes"": 93, ""Ansible"": 75, ""Python"": 75}","{""CI/CD"": 84, ""Terraform"": 75, ""Docker"": 71, ""AWS"": 89}",0,45.0,164000,45.1,Group_B,"Experienced Infrastructure specialist with 8.7 years working with Kubernetes, Ansible, Python."
CAND-0582,Engineering,13.7,"{""PostgreSQL"": 74, ""Python"": 75, ""React"": 97, ""Node.js"": 97}","{""GraphQL"": 90, ""Node.js"": 72, ""React"": 76, ""JavaScript"": 85}",2,54.4,203000,52.5,Group_B,"Experienced Engineering specialist with 13.7 years working with PostgreSQL, Python, React, Node.js."
CAND-0583,Engineering,8.6,"{""Docker"": 60, ""GraphQL"": 97, ""Python"": 87, ""PostgreSQL"": 67}","{""GraphQL"": 83, ""TypeScript"": 89, ""Docker"": 78, ""React"": 85, ""JavaScript"": 90}",2,45.0,163000,46.4,Group_C,"Experienced Engineering specialist with 8.6 years working with Docker, GraphQL, Python, PostgreSQL."
CAND-0584,Infrastructure,4.7,"{""AWS"": 92, ""Python"": 79, ""Prometheus"": 88, ""Ansible"": 67}","{""Ansible"": 86, ""Kubernetes"": 85, ""CI/CD"": 85}",1,45.0,136000,43.8,Group_D,"Experienced Infrastructure specialist with 4.7 years working with AWS, Python, Prometheus, Ansible."
CAND-0585,Infrastructure,2.3,"{""AWS"": 79, ""CI/CD"": 92, ""Docker"": 79, ""Kubernetes"": 80, ""Linux"": 93, ""Python"": 90}","{""Python"": 74, ""Terraform"": 80, ""Prometheus"": 75}",1,45.0,119000,45.8,Group_B,"Experienced Infrastructure specialist with 2.3 years working with AWS, CI/CD, Docker, Kubernetes, Linux, Python."
CAND-0586,Product,9.5,"{""User Research"": 86, ""Analytics"": 77, ""Roadmapping"": 74, ""Scrum"": 76}","{""Analytics"": 80, ""SaaS"": 81, ""Product Strategy"": 80, ""Scrum"": 84}",2,50.7,172000,52.0,Group_D,"Experienced Product specialist with 9.5 years working with User Research, Analytics, Roadmapping, Scrum."
CAND-0587,Engineering,11.7,"{""React"": 77, ""System Design"": 61, ""AWS"": 72, ""GraphQL"": 73, ""Node.js"": 76, ""TypeScript"": 78}","{""React"": 82, ""AWS"": 80, ""System Design"": 87, ""GraphQL"": 87}",4,93.0,204000,92.3,Group_D,"Experienced Engineering specialist with 11.7 years working with React, System Design, AWS, GraphQL, Node.js, TypeScript."
CAND-0588,Infrastructure,2.5,"{""CI/CD"": 97, ""AWS"": 90, ""Ansible"": 62, ""Terraform"": 84}","{""Ansible"": 82, ""Terraform"": 71, ""CI/CD"": 73, ""Python"": 71, ""AWS"": 90}",4,62.8,128000,63.0,Group_D,"Experienced Infrastructure specialist with 2.5 years working with CI/CD, AWS, Ansible, Terraform."
CAND-0589,Infrastructure,2.6,"{""Docker"": 86, ""AWS"": 69, ""Linux"": 69, ""Ansible"": 97}","{""Terraform"": 80, ""Docker"": 88, ""Prometheus"": 87, ""Ansible"": 78}",2,45.0,121000,48.3,Group_A,"Experienced Infrastructure specialist with 2.6 years working with Docker, AWS, Linux, Ansible."
CAND-0590,Product,11.8,"{""User Research"": 88, ""Scrum"": 73, ""SaaS"": 71}","{""Wireframing"": 80, ""Product Strategy"": 76, ""Roadmapping"": 78, ""SaaS"": 78}",1,45.0,186000,49.0,Group_B,"Experienced Product specialist with 11.8 years working with User Research, Scrum, SaaS."
CAND-0591,Engineering,10.0,"{""System Design"": 92, ""GraphQL"": 83, ""React"": 61, ""Docker"": 96, ""Python"": 87, ""PostgreSQL"": 62}","{""AWS"": 80, ""PostgreSQL"": 90, ""GraphQL"": 72, ""JavaScript"": 72, ""Python"": 88}",3,56.3,178000,57.1,Group_A,"Experienced Engineering specialist with 10.0 years working with System Design, GraphQL, React, Docker, Python, PostgreSQL."
CAND-0592,Analytics,3.2,"{""Machine Learning"": 72, ""PowerBI"": 64, ""Data Modeling"": 87}","{""PowerBI"": 72, ""Data Modeling"": 75, ""Python"": 90, ""Tableau"": 88}",2,45.0,125000,46.6,Group_D,"Experienced Analytics specialist with 3.2 years working with Machine Learning, PowerBI, Data Modeling."
CAND-0593,Engineering,6.6,"{""React"": 80, ""System Design"": 87, ""Docker"": 69, ""GraphQL"": 76, ""Node.js"": 74}","{""AWS"": 76, ""PostgreSQL"": 88, ""GraphQL"": 81, ""Docker"": 88, ""System Design"": 74}",3,52.7,152000,51.4,Group_C,"Experienced Engineering specialist with 6.6 years working with React, System Design, Docker, GraphQL, Node.js."
CAND-0594,Product,2.4,"{""SaaS"": 64, ""Analytics"": 80, ""Wireframing"": 80}","{""Roadmapping"": 75, ""Product Strategy"": 83, ""SaaS"": 78}",1,45.0,120000,48.9,Group_C,"Experienced Product specialist with 2.4 years working with SaaS, Analytics, Wireframing."
CAND-0595,Engineering,2.9,"{""Node.js"": 84, ""System Design"": 63, ""React"": 88, ""TypeScript"": 88, ""AWS"": 85, ""Docker"": 72}","{""System Design"": 75, ""Node.js"": 86, ""PostgreSQL"": 88}",2,57.8,128000,55.9,Group_B,"Experienced Engineering specialist with 2.9 years working with Node.js, System Design, React, TypeScript, AWS, Docker."
CAND-0596,Engineering,14.2,"{""AWS"": 92, ""System Design"": 83, ""TypeScript"": 90, ""Node.js"": 76, ""React"": 92}","{""GraphQL"": 82, ""React"": 83, ""PostgreSQL"": 82}",1,51.9,205000,50.3,Group_C,"Experienced Engineering specialist with 14.2 years working with AWS, System Design, TypeScript, Node.js, React."
CAND-0597,Infrastructure,12.7,"{""Python"": 61, ""Terraform"": 77, ""AWS"": 80, ""Kubernetes"": 62, ""Ansible"": 69, ""Prometheus"": 75}","{""Kubernetes"": 74, ""CI/CD"": 74, ""Python"": 85}",2,71.2,202000,67.9,Group_B,"Experienced Infrastructure specialist with 12.7 years working with Python, Terraform, AWS, Kubernetes, Ansible, Prometheus."
CAND-0598,Infrastructure,6.2,"{""CI/CD"": 71, ""Linux"": 83, ""Docker"": 67, ""Ansible"": 70, ""Python"": 61, ""AWS"": 91}","{""Python"": 81, ""Linux"": 78, ""AWS"": 89}",3,81.5,161000,81.7,Group_C,"Experienced Infrastructure specialist with 6.2 years working with CI/CD, Linux, Docker, Ansible, Python, AWS."
CAND-0599,Engineering,13.4,"{""JavaScript"": 94, ""System Design"": 84, ""React"": 98}","{""PostgreSQL"": 81, ""JavaScript"": 77, ""Docker"": 72, ""React"": 83, ""System Design"": 72}",3,61.0,203000,61.0,Group_D,"Experienced Engineering specialist with 13.4 years working with JavaScript, System Design, React."
CAND-0600,Analytics,7.2,"{""Tableau"": 76, ""PowerBI"": 68, ""Statistics"": 80}","{""Machine Learning"": 85, ""Tableau"": 88, ""Data Modeling"": 76, ""SQL"": 74, ""Python"": 77}",1,45.0,153000,48.2,Group_B,"Experienced Analytics specialist with 7.2 years working with Tableau, PowerBI, Statistics."
CAND-0601,Product,10.2,"{""Scrum"": 66, ""SaaS"": 75, ""Analytics"": 74}","{""SaaS"": 80, ""User Research"": 84, ""Scrum"": 88, ""Wireframing"": 86}",2,53.8,178000,57.4,Group_C,"Experienced Product specialist with 10.2 years working with Scrum, SaaS, Analytics."
CAND-0602,Product,5.6,"{""SaaS"": 63, ""Analytics"": 72, ""User Research"": 71, ""Agile"": 60, ""Roadmapping"": 69}","{""Agile"": 80, ""Scrum"": 70, ""Product Strategy"": 88, ""User Research"": 85, ""Roadmapping"": 85}",3,58.0,147000,56.5,Group_D,"Experienced Product specialist with 5.6 years working with SaaS, Analytics, User Research, Agile, Roadmapping."
CAND-0603,Design,14.9,"{""Design Systems"": 92, ""User Research"": 81, ""Wireframing"": 81, ""Prototyping"": 71, ""Figma"": 76, ""UI/UX"": 81}","{""Wireframing"": 80, ""Design Systems"": 86, ""Prototyping"": 78, ""Figma"": 72}",4,97.7,228000,94.4,Group_A,"Experienced Design specialist with 14.9 years working with Design Systems, User Research, Wireframing, Prototyping, Figma, UI/UX."
CAND-0604,Analytics,2.8,"{""PowerBI"": 68, ""SQL"": 82, ""Statistics"": 79, ""Tableau"": 88}","{""Machine Learning"": 82, ""SQL"": 86, ""Data Modeling"": 76, ""Python"": 74}",1,45.0,123000,44.7,Group_A,"Experienced Analytics specialist with 2.8 years working with PowerBI, SQL, Statistics, Tableau."
CAND-0605,Product,11.3,"{""SaaS"": 94, ""Analytics"": 83, ""Scrum"": 94, ""User Research"": 74, ""Agile"": 93}","{""User Research"": 75, ""Product Strategy"": 90, ""Agile"": 90}",2,70.3,192000,68.0,Group_B,"Experienced Product specialist with 11.3 years working with SaaS, Analytics, Scrum, User Research, Agile."
CAND-0606,Analytics,14.2,"{""Data Modeling"": 84, ""Python"": 93, ""Tableau"": 86, ""SQL"": 90, ""Statistics"": 89, ""Machine Learning"": 80}","{""Statistics"": 72, ""Tableau"": 78, ""SQL"": 87}",3,95.6,223000,91.2,Group_A,"Experienced Analytics specialist with 14.2 years working with Data Modeling, Python, Tableau, SQL, Statistics, Machine Learning."
CAND-0607,Engineering,11.6,"{""JavaScript"": 75, ""GraphQL"": 85, ""Docker"": 70, ""System Design"": 86}","{""Docker"": 81, ""TypeScript"": 72, ""PostgreSQL"": 77, ""System Design"": 78}",2,51.9,187000,52.2,Group_B,"Experienced Engineering specialist with 11.6 years working with JavaScript, GraphQL, Docker, System Design."
CAND-0608,Product,7.2,"{""User Research"": 93, ""Agile"": 66, ""Wireframing"": 98, ""Scrum"": 90, ""SaaS"": 74}","{""Wireframing"": 74, ""SaaS"": 72, ""Agile"": 80, ""Analytics"": 78, ""Roadmapping"": 71}",3,55.4,158000,58.3,Group_A,"Experienced Product specialist with 7.2 years working with User Research, Agile, Wireframing, Scrum, SaaS."
CAND-0609,Design,7.0,"{""HTML/CSS"": 74, ""Wireframing"": 93, ""Prototyping"": 66, ""User Research"": 65}","{""Design Systems"": 85, ""Wireframing"": 83, ""User Research"": 83, ""UI/UX"": 71, ""HTML/CSS"": 90}",3,52.4,155000,54.8,Group_C,"Experienced Design specialist with 7.0 years working with HTML/CSS, Wireframing, Prototyping, User Research."
CAND-0610,Infrastructure,10.0,"{""Linux"": 66, ""Python"": 91, ""CI/CD"": 75, ""Kubernetes"": 97, ""AWS"": 91}","{""Linux"": 85, ""Python"": 87, ""Kubernetes"": 89}",3,91.7,192000,88.6,Group_D,"Experienced Infrastructure specialist with 10.0 years working with Linux, Python, CI/CD, Kubernetes, AWS."
CAND-0611,Engineering,9.4,"{""Docker"": 75, ""Node.js"": 83, ""PostgreSQL"": 97}","{""Docker"": 71, ""System Design"": 81, ""PostgreSQL"": 90, ""AWS"": 84, ""GraphQL"": 84}",2,46.3,169000,47.7,Group_D,"Experienced Engineering specialist with 9.4 years working with Docker, Node.js, PostgreSQL."
CAND-0612,Design,10.4,"{""UI/UX"": 61, ""Design Systems"": 81, ""Wireframing"": 66}","{""Prototyping"": 81, ""Figma"": 81, ""Wireframing"": 81, ""User Research"": 77}",1,45.0,176000,48.1,Group_C,"Experienced Design specialist with 10.4 years working with UI/UX, Design Systems, Wireframing."
CAND-0613,Design,10.8,"{""Wireframing"": 85, ""UI/UX"": 82, ""HTML/CSS"": 71, ""User Research"": 91, ""Prototyping"": 65}","{""User Research"": 80, ""Design Systems"": 79, ""HTML/CSS"": 73, ""UI/UX"": 72}",3,73.3,190000,71.3,Group_D,"Experienced Design specialist with 10.8 years working with Wireframing, UI/UX, HTML/CSS, User Research, Prototyping."
CAND-0614,Product,11.6,"{""Analytics"": 82, ""Scrum"": 81, ""User Research"": 88, ""Roadmapping"": 83}","{""SaaS"": 73, ""Wireframing"": 76, ""Agile"": 88}",0,45.0,184000,46.4,Group_C,"Experienced Product specialist with 11.6 years working with Analytics, Scrum, User Research, Roadmapping."
CAND-0615,Analytics,8.5,"{""Machine Learning"": 98, ""Statistics"": 85, ""SQL"": 76, ""Python"": 69, ""Data Modeling"": 81, ""Tableau"": 94}","{""PowerBI"": 79, ""Python"": 89, ""Data Modeling"": 88, ""SQL"": 72}",3,67.1,171000,65.1,Group_A,"Experienced Analytics specialist with 8.5 years working with Machine Learning, Statistics, SQL, Python, Data Modeling, Tableau."
CAND-0616,Product,8.7,"{""Agile"": 74, ""Roadmapping"": 88, ""Product Strategy"": 73, ""User Research"": 69, ""Analytics"": 60}","{""Roadmapping"": 84, ""Agile"": 83, ""Analytics"": 87, ""Wireframing"": 87}",3,74.1,176000,71.3,Group_B,"Experienced Product specialist with 8.7 years working with Agile, Roadmapping, Product Strategy, User Research, Analytics."
CAND-0617,Analytics,9.1,"{""Statistics"": 83, ""Tableau"": 75, ""Data Modeling"": 80, ""Machine Learning"": 94, ""Python"": 82, ""PowerBI"": 64}","{""Python"": 86, ""Tableau"": 85, ""Data Modeling"": 87, ""Machine Learning"": 80, ""SQL"": 73}",4,76.2,179000,75.7,Group_C,"Experienced Analytics specialist with 9.1 years working with Statistics, Tableau, Data Modeling, Machine Learning, Python, PowerBI."
CAND-0618,Analytics,12.5,"{""PowerBI"": 89, ""Tableau"": 88, ""Machine Learning"": 91, ""SQL"": 97}","{""SQL"": 87, ""Python"": 90, ""Data Modeling"": 71, ""PowerBI"": 81}",2,56.4,195000,58.1,Group_A,"Experienced Analytics specialist with 12.5 years working with PowerBI, Tableau, Machine Learning, SQL."
CAND-0619,Infrastructure,1.9,"{""Python"": 87, ""Kubernetes"": 68, ""AWS"": 85, ""Prometheus"": 73, ""Terraform"": 88}","{""Prometheus"": 88, ""Python"": 86, ""CI/CD"": 83, ""Docker"": 74}",2,45.2,116000,49.5,Group_C,"Experienced Infrastructure specialist with 1.9 years working with Python, Kubernetes, AWS, Prometheus, Terraform."
CAND-0620,Engineering,14.6,"{""AWS"": 64, ""Node.js"": 93, ""PostgreSQL"": 86}","{""JavaScript"": 75, ""TypeScript"": 70, ""PostgreSQL"": 90, ""Python"": 85, ""Node.js"": 73}",2,50.8,208000,49.3,Group_D,"Experienced Engineering specialist with 14.6 years working with AWS, Node.js, PostgreSQL."
CAND-0621,Analytics,10.8,"{""Data Modeling"": 71, ""PowerBI"": 66, ""Statistics"": 79, ""Machine Learning"": 82, ""SQL"": 71, ""Python"": 87}","{""PowerBI"": 82, ""SQL"": 76, ""Python"": 77, ""Tableau"": 81}",3,76.8,191000,76.5,Group_C,"Experienced Analytics specialist with 10.8 years working with Data Modeling, PowerBI, Statistics, Machine Learning, SQL, Python."
CAND-0622,Design,11.5,"{""Figma"": 83, ""Design Systems"": 66, ""Wireframing"": 70, ""HTML/CSS"": 60, ""User Research"": 93}","{""Figma"": 79, ""User Research"": 70, ""Prototyping"": 88}",2,67.6,193000,69.3,Group_B,"Experienced Design specialist with 11.5 years working with Figma, Design Systems, Wireframing, HTML/CSS, User Research."
CAND-0623,Product,9.9,"{""SaaS"": 69, ""Analytics"": 98, ""Product Strategy"": 83, ""Wireframing"": 96, ""Agile"": 71, ""Scrum"": 88}","{""SaaS"": 89, ""Analytics"": 71, ""Product Strategy"": 87, ""Roadmapping"": 73, ""Agile"": 79}",4,78.6,186000,75.0,Group_B,"Experienced Product specialist with 9.9 years working with SaaS, Analytics, Product Strategy, Wireframing, Agile, Scrum."
CAND-0624,Analytics,8.3,"{""PowerBI"": 69, ""Python"": 81, ""Machine Learning"": 89}","{""Machine Learning"": 87, ""PowerBI"": 72, ""Statistics"": 80, ""SQL"": 77, ""Tableau"": 81}",2,45.0,161000,49.2,Group_D,"Experienced Analytics specialist with 8.3 years working with PowerBI, Python, Machine Learning."
